study_id,series_id,path,level_pred,pred_level,instance_number,z,dis
2108089280,3851745130,/kaggle/temp/axial_all_images/2108089280___3851745130___16.png,1,4,16,4,1.907047381056307
2108089280,3851745130,/kaggle/temp/axial_all_images/2108089280___3851745130___11.png,1,3,11,9,1.260350316372465
2108089280,3851745130,/kaggle/temp/axial_all_images/2108089280___3851745130___7.png,1,2,7,13,0.18910230618143942
2108089280,3851745130,/kaggle/temp/axial_all_images/2108089280___3851745130___3.png,1,1,3,17,0.43513037895158746
2139209036,678474176,/kaggle/temp/axial_all_images/2139209036___678474176___24.png,1,5,24,1,0.7619556925161675
2139209036,678474176,/kaggle/temp/axial_all_images/2139209036___678474176___18.png,1,4,18,7,1.5234400957857055
2139209036,678474176,/kaggle/temp/axial_all_images/2139209036___678474176___13.png,1,3,13,12,2.1632933617271415
2139209036,678474176,/kaggle/temp/axial_all_images/2139209036___678474176___8.png,1,2,8,17,0.8274774703691135
2139209036,678474176,/kaggle/temp/axial_all_images/2139209036___678474176___3.png,1,1,3,22,1.6359068760152624
2139287338,1271026495,/kaggle/temp/axial_all_images/2139287338___1271026495___59.png,1,5,59,9,1.6599773285686936
2139287338,1271026495,/kaggle/temp/axial_all_images/2139287338___1271026495___50.png,1,4,50,18,0.5930976932103214
2139287338,1271026495,/kaggle/temp/axial_all_images/2139287338___1271026495___34.png,1,3,34,34,1.2125786536932859
2139287338,1271026495,/kaggle/temp/axial_all_images/2139287338___1271026495___26.png,1,2,26,42,0.008653343813366021
2139287338,1271026495,/kaggle/temp/axial_all_images/2139287338___1271026495___18.png,1,1,18,50,0.30809140304321003
2139301976,1983202219,/kaggle/temp/axial_all_images/2139301976___1983202219___14.png,1,5,14,1,1.3941012408598397
2139301976,1983202219,/kaggle/temp/axial_all_images/2139301976___1983202219___9.png,1,4,9,6,1.2733501057191532
2139301976,1983202219,/kaggle/temp/axial_all_images/2139301976___1983202219___3.png,1,3,3,12,1.4167443729406912
2178420447,2410256444,/kaggle/temp/axial_all_images/2178420447___2410256444___35.png,1,5,35,7,1.475860880691548
2178420447,2410256444,/kaggle/temp/axial_all_images/2178420447___2410256444___30.png,1,4,30,12,1.1521444001726393
2178420447,2410256444,/kaggle/temp/axial_all_images/2178420447___2410256444___24.png,1,3,24,18,1.8120135077471722
2178420447,2410256444,/kaggle/temp/axial_all_images/2178420447___2410256444___18.png,1,2,18,24,0.6799315367789585
2178420447,2410256444,/kaggle/temp/axial_all_images/2178420447___2410256444___11.png,1,1,11,31,0.573312048084007
2178420447,3966501454,/kaggle/temp/axial_all_images/2178420447___3966501454___23.png,1,5,23,2,1.7632667100984776
2178420447,3966501454,/kaggle/temp/axial_all_images/2178420447___3966501454___18.png,1,4,18,7,2.108813026174932
2178420447,3966501454,/kaggle/temp/axial_all_images/2178420447___3966501454___13.png,1,3,13,12,1.1294271250063357
2178420447,3966501454,/kaggle/temp/axial_all_images/2178420447___3966501454___8.png,1,2,8,17,1.1990067890938858
2178420447,3966501454,/kaggle/temp/axial_all_images/2178420447___3966501454___2.png,1,1,2,23,2.0916038961883796
2178791963,3949365258,/kaggle/temp/axial_all_images/2178791963___3949365258___40.png,1,5,40,16,1.4067599776133157
2178791963,3949365258,/kaggle/temp/axial_all_images/2178791963___3949365258___35.png,1,4,35,21,1.6608026653820165
2178791963,3949365258,/kaggle/temp/axial_all_images/2178791963___3949365258___27.png,1,3,27,29,0.11517754233627198
2178791963,3949365258,/kaggle/temp/axial_all_images/2178791963___3949365258___20.png,1,2,20,36,0.8346947382284768
2178791963,3949365258,/kaggle/temp/axial_all_images/2178791963___3949365258___13.png,1,1,13,43,1.5532137060801068
2184738913,969749768,/kaggle/temp/axial_all_images/2184738913___969749768___36.png,1,5,36,8,0.0018122305395761318
2184738913,969749768,/kaggle/temp/axial_all_images/2184738913___969749768___31.png,1,4,31,13,0.4981893279928957
2184738913,969749768,/kaggle/temp/axial_all_images/2184738913___969749768___24.png,1,3,24,20,1.801811176293171
2184738913,969749768,/kaggle/temp/axial_all_images/2184738913___969749768___18.png,1,2,18,26,1.7981884072063543
2184738913,969749768,/kaggle/temp/axial_all_images/2184738913___969749768___11.png,1,1,11,33,0.5018121014317887
2184738913,1645579515,/kaggle/temp/axial_all_images/2184738913___1645579515___24.png,1,5,24,1,0.8454412777355031
2184738913,1645579515,/kaggle/temp/axial_all_images/2184738913___1645579515___19.png,1,4,19,6,1.9578802762599068
2184738913,1645579515,/kaggle/temp/axial_all_images/2184738913___1645579515___13.png,1,3,13,12,2.0862066216013897
2184738913,1645579515,/kaggle/temp/axial_all_images/2184738913___1645579515___8.png,1,2,8,17,0.4775274731524002
2184738913,1645579515,/kaggle/temp/axial_all_images/2184738913___1645579515___3.png,1,1,3,22,0.9458233230824717
2196440863,2094103166,/kaggle/temp/axial_all_images/2196440863___2094103166___36.png,1,4,36,0,5.490472664655336
2196440863,2094103166,/kaggle/temp/axial_all_images/2196440863___2094103166___31.png,1,3,31,5,0.05424796021065248
2196440863,2094103166,/kaggle/temp/axial_all_images/2196440863___2094103166___24.png,1,2,24,12,1.0176997127898453
2196440863,2094103166,/kaggle/temp/axial_all_images/2196440863___2094103166___17.png,1,1,17,19,1.1639993359416856
2196440863,2238701869,/kaggle/temp/axial_all_images/2196440863___2238701869___18.png,1,5,18,20,1.9817829097857214
2196440863,2238701869,/kaggle/temp/axial_all_images/2196440863___2238701869___12.png,1,4,12,26,1.0249586298478341
2196440863,2238701869,/kaggle/temp/axial_all_images/2196440863___2238701869___5.png,1,3,5,33,0.778858080419365
2196440863,2238701869,/kaggle/temp/axial_all_images/2196440863___2238701869___1.png,1,2,1,37,12.486625385255383
2196440863,2984817530,/kaggle/temp/axial_all_images/2196440863___2984817530___24.png,1,5,24,1,1.4094502773497695
2196440863,2984817530,/kaggle/temp/axial_all_images/2196440863___2984817530___20.png,1,4,20,5,0.1527657498094861
2196440863,2984817530,/kaggle/temp/axial_all_images/2196440863___2984817530___15.png,1,3,15,10,1.2073218203194305
2196440863,2984817530,/kaggle/temp/axial_all_images/2196440863___2984817530___11.png,1,2,11,14,1.1316535051442784
2196440863,2984817530,/kaggle/temp/axial_all_images/2196440863___2984817530___7.png,1,1,7,18,0.04653108677393902
2197996879,2221194786,/kaggle/temp/axial_all_images/2197996879___2221194786___26.png,1,3,26,0,11.168422384891784
2197996879,2221194786,/kaggle/temp/axial_all_images/2197996879___2221194786___22.png,1,2,22,4,0.12134289248469088
2197996879,2221194786,/kaggle/temp/axial_all_images/2197996879___2221194786___16.png,1,1,16,10,0.8973424704961701
2197996879,2760176541,/kaggle/temp/axial_all_images/2197996879___2760176541___7.png,1,5,7,3,0.7848464295197246
2197996879,2760176541,/kaggle/temp/axial_all_images/2197996879___2760176541___2.png,1,4,2,8,2.232176425296956
2197996879,3098845798,/kaggle/temp/axial_all_images/2197996879___3098845798___14.png,1,5,14,0,8.314555887068334
2197996879,3098845798,/kaggle/temp/axial_all_images/2197996879___3098845798___11.png,1,4,11,3,0.5346898046997719
2197996879,3098845798,/kaggle/temp/axial_all_images/2197996879___3098845798___6.png,1,3,6,8,2.608426398323557
2197996879,3098845798,/kaggle/temp/axial_all_images/2197996879___3098845798___1.png,1,2,1,13,7.498471200161376
2199989491,2391300306,/kaggle/temp/axial_all_images/2199989491___2391300306___20.png,1,5,20,3,0.8814510367683397
2199989491,2391300306,/kaggle/temp/axial_all_images/2199989491___2391300306___15.png,1,4,15,8,1.2077501390644212
2199989491,2391300306,/kaggle/temp/axial_all_images/2199989491___2391300306___10.png,1,3,10,13,0.14349629539709596
2199989491,2391300306,/kaggle/temp/axial_all_images/2199989491___2391300306___6.png,1,2,6,17,1.9704062968133904
2199989491,2391300306,/kaggle/temp/axial_all_images/2199989491___2391300306___2.png,1,1,2,21,2.4893183123644462
2203943775,1214945,/kaggle/temp/axial_all_images/2203943775___1214945___20.png,1,5,20,2,1.4135136459737794
2203943775,1214945,/kaggle/temp/axial_all_images/2203943775___1214945___15.png,1,4,15,7,0.6906802164260775
2203943775,1214945,/kaggle/temp/axial_all_images/2203943775___1214945___10.png,1,3,10,12,1.8389920065719974
2203943775,1214945,/kaggle/temp/axial_all_images/2203943775___1214945___5.png,1,2,5,17,1.9850829895007225
2203943775,1214945,/kaggle/temp/axial_all_images/2203943775___1214945___2.png,1,1,2,20,0.7624110951684662
2215612535,3242824549,/kaggle/temp/axial_all_images/2215612535___3242824549___35.png,1,5,35,9,0.8345685831113157
2215612535,3242824549,/kaggle/temp/axial_all_images/2215612535___3242824549___30.png,1,4,30,14,1.0213920659676043
2215612535,3242824549,/kaggle/temp/axial_all_images/2215612535___3242824549___24.png,1,3,24,20,0.5743259911884167
2215612535,3242824549,/kaggle/temp/axial_all_images/2215612535___3242824549___18.png,1,2,18,26,1.8053022319388932
2215612535,3242824549,/kaggle/temp/axial_all_images/2215612535___3242824549___12.png,1,1,12,32,1.3585355283539027
2229950158,2106732756,/kaggle/temp/axial_all_images/2229950158___2106732756___28.png,1,5,28,2,2.158060606780758
2229950158,2106732756,/kaggle/temp/axial_all_images/2229950158___2106732756___24.png,1,4,24,6,0.09189345093235346
2229950158,2106732756,/kaggle/temp/axial_all_images/2229950158___2106732756___19.png,1,3,19,11,0.14451213154800513
2229950158,2106732756,/kaggle/temp/axial_all_images/2229950158___2106732756___14.png,1,2,14,16,1.2630656316076045
2229950158,2106732756,/kaggle/temp/axial_all_images/2229950158___2106732756___8.png,1,1,8,22,1.3695096000240277
2229950158,3129303743,/kaggle/temp/axial_all_images/2229950158___3129303743___24.png,1,5,24,11,0.48615753753626834
2229950158,3129303743,/kaggle/temp/axial_all_images/2229950158___3129303743___19.png,1,4,19,16,0.9112763325978186
2229950158,3129303743,/kaggle/temp/axial_all_images/2229950158___3129303743___13.png,1,3,13,22,1.8814747857076455
2229950158,3129303743,/kaggle/temp/axial_all_images/2229950158___3129303743___7.png,1,2,7,28,0.21272494812821563
2229950158,3129303743,/kaggle/temp/axial_all_images/2229950158___3129303743___1.png,1,1,1,34,0.8573322855987549
2235256377,1167710206,/kaggle/temp/axial_all_images/2235256377___1167710206___22.png,1,5,22,2,0.3939142553526409
2235256377,1167710206,/kaggle/temp/axial_all_images/2235256377___1167710206___16.png,1,4,16,8,0.4149552689832263
2235256377,1167710206,/kaggle/temp/axial_all_images/2235256377___1167710206___11.png,1,3,11,13,0.7030533692950804
2235256377,1167710206,/kaggle/temp/axial_all_images/2235256377___1167710206___7.png,1,2,7,17,1.6323496787927834
2235256377,1167710206,/kaggle/temp/axial_all_images/2235256377___1167710206___2.png,1,1,2,22,1.4183355679471177
2243946963,2673954932,/kaggle/temp/axial_all_images/2243946963___2673954932___26.png,1,5,26,3,0.8444718177997785
2243946963,2673954932,/kaggle/temp/axial_all_images/2243946963___2673954932___20.png,1,4,20,9,0.6276960695763272
2243946963,2673954932,/kaggle/temp/axial_all_images/2243946963___2673954932___15.png,1,3,15,14,2.160791985628073
2243946963,2673954932,/kaggle/temp/axial_all_images/2243946963___2673954932___10.png,1,2,10,19,1.5460393301815092
2243946963,2673954932,/kaggle/temp/axial_all_images/2243946963___2673954932___2.png,1,1,2,27,1.1446330450590771
2248929238,232069007,/kaggle/temp/axial_all_images/2248929238___232069007___3.png,1,5,3,2,1.5357849319325325
2248929238,232069007,/kaggle/temp/axial_all_images/2248929238___232069007___9.png,1,4,9,8,1.2977817962483638
2248929238,232069007,/kaggle/temp/axial_all_images/2248929238___232069007___14.png,1,3,14,13,0.7642965587586001
2248929238,232069007,/kaggle/temp/axial_all_images/2248929238___232069007___19.png,1,2,19,18,0.7257858138099724
2248929238,232069007,/kaggle/temp/axial_all_images/2248929238___232069007___23.png,1,1,23,22,0.23857669105520785
2249525087,1236584656,/kaggle/temp/axial_all_images/2249525087___1236584656___9.png,1,5,9,8,1.1899249150659075
2249525087,1236584656,/kaggle/temp/axial_all_images/2249525087___1236584656___14.png,1,4,14,13,0.06007277781093223
2249525087,1236584656,/kaggle/temp/axial_all_images/2249525087___1236584656___21.png,1,3,21,20,0.06007483430622296
2249525087,1236584656,/kaggle/temp/axial_all_images/2249525087___1236584656___28.png,1,2,28,27,1.6899273326502433
2249525087,1236584656,/kaggle/temp/axial_all_images/2249525087___1236584656___34.png,1,1,34,33,0.18992697164261885
2252214631,4151009423,/kaggle/temp/axial_all_images/2252214631___4151009423___40.png,1,5,40,2,0.991662537449649
2252214631,4151009423,/kaggle/temp/axial_all_images/2252214631___4151009423___32.png,1,4,32,10,1.8331400650136045
2252214631,4151009423,/kaggle/temp/axial_all_images/2252214631___4151009423___27.png,1,3,27,15,0.4438347783184451
2252214631,4151009423,/kaggle/temp/axial_all_images/2252214631___4151009423___21.png,1,2,21,21,0.3510436297319295
2252214631,4151009423,/kaggle/temp/axial_all_images/2252214631___4151009423___15.png,1,1,15,27,0.07473325911660567
2256339732,64499172,/kaggle/temp/axial_all_images/2256339732___64499172___13.png,1,5,13,2,2.053431684390908
2256339732,64499172,/kaggle/temp/axial_all_images/2256339732___64499172___8.png,1,4,8,7,1.9356857374129355
2256339732,64499172,/kaggle/temp/axial_all_images/2256339732___64499172___4.png,1,3,4,11,1.430053608237623
2265301200,2890408382,/kaggle/temp/axial_all_images/2265301200___2890408382___23.png,1,5,23,1,1.1077695454167298
2265301200,2890408382,/kaggle/temp/axial_all_images/2265301200___2890408382___19.png,1,4,19,5,0.10855206444471932
2265301200,2890408382,/kaggle/temp/axial_all_images/2265301200___2890408382___14.png,1,3,14,10,1.3951167629563035
2265301200,2890408382,/kaggle/temp/axial_all_images/2265301200___2890408382___10.png,1,2,10,14,0.6151488308686499
2265301200,2890408382,/kaggle/temp/axial_all_images/2265301200___2890408382___6.png,1,1,6,18,0.7848743489769987
2278286820,1931643682,/kaggle/temp/axial_all_images/2278286820___1931643682___31.png,1,5,31,30,0.09181608897488491
2278286820,1931643682,/kaggle/temp/axial_all_images/2278286820___1931643682___51.png,1,4,51,50,0.059693413436539
2278286820,1931643682,/kaggle/temp/axial_all_images/2278286820___1931643682___73.png,1,3,73,72,0.5545393084068351
2278286820,1931643682,/kaggle/temp/axial_all_images/2278286820___1931643682___98.png,1,2,98,97,0.5721817546362096
2278286820,1931643682,/kaggle/temp/axial_all_images/2278286820___1931643682___121.png,1,1,121,120,0.0630150365901816
2278286820,1994435187,/kaggle/temp/axial_all_images/2278286820___1994435187___2.png,1,5,2,1,2.2528765711700878
2278286820,1994435187,/kaggle/temp/axial_all_images/2278286820___1994435187___7.png,1,4,7,6,1.2184701418946133
2278286820,1994435187,/kaggle/temp/axial_all_images/2278286820___1994435187___12.png,1,3,12,11,2.279382961852196
2278286820,1994435187,/kaggle/temp/axial_all_images/2278286820___1994435187___18.png,1,2,18,17,1.6566273055383398
2278286820,1994435187,/kaggle/temp/axial_all_images/2278286820___1994435187___23.png,1,1,23,22,2.311514098298977
2293787755,3808780459,/kaggle/temp/axial_all_images/2293787755___3808780459___28.png,1,5,28,8,2.0589684270372715
2293787755,3808780459,/kaggle/temp/axial_all_images/2293787755___3808780459___25.png,1,4,25,11,2.6766374678723666
2293787755,3808780459,/kaggle/temp/axial_all_images/2293787755___3808780459___20.png,1,3,20,16,0.6571008939548193
2293787755,3808780459,/kaggle/temp/axial_all_images/2293787755___3808780459___15.png,1,2,15,21,0.38501812887198206
2293787755,3808780459,/kaggle/temp/axial_all_images/2293787755___3808780459___10.png,1,1,10,26,0.11127470790120242
2318756258,498330358,/kaggle/temp/axial_all_images/2318756258___498330358___30.png,1,5,30,10,1.6054674577032202
2318756258,498330358,/kaggle/temp/axial_all_images/2318756258___498330358___26.png,1,4,26,14,0.7404516400091126
2318756258,498330358,/kaggle/temp/axial_all_images/2318756258___498330358___18.png,1,3,18,22,1.9851491293301218
2318756258,498330358,/kaggle/temp/axial_all_images/2318756258___498330358___11.png,1,2,11,29,0.006175888431748433
2318756258,498330358,/kaggle/temp/axial_all_images/2318756258___498330358___4.png,1,1,4,36,0.07688580868573869
2320212322,3669916305,/kaggle/temp/axial_all_images/2320212322___3669916305___40.png,1,5,40,6,0.08352679750138847
2320212322,3669916305,/kaggle/temp/axial_all_images/2320212322___3669916305___34.png,1,4,34,12,0.31892368561493534
2320212322,3669916305,/kaggle/temp/axial_all_images/2320212322___3669916305___28.png,1,3,28,18,1.998239419972677
2320212322,3669916305,/kaggle/temp/axial_all_images/2320212322___3669916305___17.png,1,2,17,29,0.801959073170277
2320212322,3669916305,/kaggle/temp/axial_all_images/2320212322___3669916305___10.png,1,1,10,36,0.48018321868789116
2323872325,1133606642,/kaggle/temp/axial_all_images/2323872325___1133606642___38.png,1,5,38,3,1.1711206402743812
2323872325,1133606642,/kaggle/temp/axial_all_images/2323872325___1133606642___30.png,1,4,30,11,1.3089469660215478
2323872325,1133606642,/kaggle/temp/axial_all_images/2323872325___1133606642___21.png,1,3,21,20,0.11773345331500451
2323872325,1133606642,/kaggle/temp/axial_all_images/2323872325___1133606642___13.png,1,2,13,28,0.4666159874735447
2323872325,1133606642,/kaggle/temp/axial_all_images/2323872325___1133606642___6.png,1,1,6,35,0.487838828572677
2328543636,3499907699,/kaggle/temp/axial_all_images/2328543636___3499907699___29.png,1,5,29,3,2.0313982112856266
2328543636,3499907699,/kaggle/temp/axial_all_images/2328543636___3499907699___24.png,1,4,24,8,1.8430351233564402
2328543636,3499907699,/kaggle/temp/axial_all_images/2328543636___3499907699___20.png,1,3,20,12,1.6667497711041956
2328543636,3499907699,/kaggle/temp/axial_all_images/2328543636___3499907699___14.png,1,2,14,18,1.0716232048328536
2328543636,3499907699,/kaggle/temp/axial_all_images/2328543636___3499907699___10.png,1,1,10,22,0.8256149861814066
2336516775,1202299672,/kaggle/temp/axial_all_images/2336516775___1202299672___11.png,1,5,11,2,0.772280476739013
2336516775,1202299672,/kaggle/temp/axial_all_images/2336516775___1202299672___3.png,1,4,3,5,1.6239848265285914
2336516775,1202299672,/kaggle/temp/axial_all_images/2336516775___1202299672___7.png,1,3,7,10,1.651868772555071
2344333600,920587512,/kaggle/temp/axial_all_images/2344333600___920587512___5.png,1,5,5,4,0.3584927759106895
2344333600,920587512,/kaggle/temp/axial_all_images/2344333600___920587512___11.png,1,4,11,10,0.8243813101609172
2344333600,920587512,/kaggle/temp/axial_all_images/2344333600___920587512___17.png,1,3,17,16,1.7852886354549415
2344333600,920587512,/kaggle/temp/axial_all_images/2344333600___920587512___23.png,1,2,23,22,2.2004129776299077
2344333600,920587512,/kaggle/temp/axial_all_images/2344333600___920587512___30.png,1,1,30,29,2.5885949601486153
2348053690,4022536842,/kaggle/temp/axial_all_images/2348053690___4022536842___28.png,1,5,28,2,2.1237955194668174
2348053690,4022536842,/kaggle/temp/axial_all_images/2348053690___4022536842___23.png,1,4,23,7,0.5918197317453213
2348053690,4022536842,/kaggle/temp/axial_all_images/2348053690___4022536842___19.png,1,3,19,11,1.7556706995696025
2348053690,4022536842,/kaggle/temp/axial_all_images/2348053690___4022536842___14.png,1,2,14,16,2.1801137628937273
2348053690,4022536842,/kaggle/temp/axial_all_images/2348053690___4022536842___9.png,1,1,9,21,1.3731851818690881
2357870240,2129239327,/kaggle/temp/axial_all_images/2357870240___2129239327___44.png,1,5,44,6,0.5238108632311871
2357870240,2129239327,/kaggle/temp/axial_all_images/2357870240___2129239327___38.png,1,4,38,12,1.875950462913412
2357870240,2129239327,/kaggle/temp/axial_all_images/2357870240___2129239327___30.png,1,3,30,20,1.541988192760062
2357870240,2129239327,/kaggle/temp/axial_all_images/2357870240___2129239327___21.png,1,2,21,29,1.522302612649435
2357870240,2129239327,/kaggle/temp/axial_all_images/2357870240___2129239327___13.png,1,1,13,37,0.04794722141773278
2361362757,236207834,/kaggle/temp/axial_all_images/2361362757___236207834___43.png,1,5,43,10,0.2932191767462129
2361362757,236207834,/kaggle/temp/axial_all_images/2361362757___236207834___38.png,1,4,38,15,1.0662871379099332
2361362757,236207834,/kaggle/temp/axial_all_images/2361362757___236207834___31.png,1,3,31,22,0.322195317175078
2361362757,236207834,/kaggle/temp/axial_all_images/2361362757___236207834___23.png,1,2,23,30,0.1285987987302466
2361362757,236207834,/kaggle/temp/axial_all_images/2361362757___236207834___15.png,1,1,15,38,0.2649140743489333
2361362757,2012346612,/kaggle/temp/axial_all_images/2361362757___2012346612___24.png,1,5,24,2,0.6083045663825288
2361362757,2012346612,/kaggle/temp/axial_all_images/2361362757___2012346612___19.png,1,4,19,7,0.6173172967175482
2361362757,2012346612,/kaggle/temp/axial_all_images/2361362757___2012346612___14.png,1,3,14,12,2.1149424991403842
2361362757,2012346612,/kaggle/temp/axial_all_images/2361362757___2012346612___8.png,1,2,8,18,0.9666968118286192
2361362757,2012346612,/kaggle/temp/axial_all_images/2361362757___2012346612___3.png,1,1,3,23,1.9383454045924005
2385589726,3475822919,/kaggle/temp/axial_all_images/2385589726___3475822919___19.png,1,5,19,1,0.46125939409134276
2385589726,3475822919,/kaggle/temp/axial_all_images/2385589726___3475822919___15.png,1,4,15,5,0.5356123956599284
2385589726,3475822919,/kaggle/temp/axial_all_images/2385589726___3475822919___11.png,1,3,11,9,0.5457401016572767
2385589726,3475822919,/kaggle/temp/axial_all_images/2385589726___3475822919___7.png,1,2,7,13,0.5335817669476377
2385589726,3475822919,/kaggle/temp/axial_all_images/2385589726___3475822919___2.png,1,1,2,18,2.1557159419393166
2392247193,90854979,/kaggle/temp/axial_all_images/2392247193___90854979___18.png,1,5,18,2,0.12994235087762007
2392247193,90854979,/kaggle/temp/axial_all_images/2392247193___90854979___13.png,1,4,13,7,1.4420451056411405
2392247193,90854979,/kaggle/temp/axial_all_images/2392247193___90854979___8.png,1,3,8,12,1.4698401428918988
2392247193,90854979,/kaggle/temp/axial_all_images/2392247193___90854979___3.png,1,2,3,17,1.3543642526980921
2392247193,1300962134,/kaggle/temp/axial_all_images/2392247193___1300962134___13.png,1,5,13,3,0.2136625545456443
2392247193,1300962134,/kaggle/temp/axial_all_images/2392247193___1300962134___6.png,1,4,6,10,0.3770019749195246
2392247193,1300962134,/kaggle/temp/axial_all_images/2392247193___1300962134___1.png,1,3,1,15,12.994047205428608
2392326857,231844796,/kaggle/temp/axial_all_images/2392326857___231844796___4.png,1,5,4,3,1.165162374802609
2392326857,231844796,/kaggle/temp/axial_all_images/2392326857___231844796___10.png,1,4,10,9,1.181540689880535
2392326857,231844796,/kaggle/temp/axial_all_images/2392326857___231844796___16.png,1,3,16,15,1.4997505135818743
2392326857,231844796,/kaggle/temp/axial_all_images/2392326857___231844796___23.png,1,2,23,22,1.6534339451283429
2392326857,231844796,/kaggle/temp/axial_all_images/2392326857___231844796___29.png,1,1,29,28,1.3485103875479805
2410407945,326033818,/kaggle/temp/axial_all_images/2410407945___326033818___44.png,1,5,44,9,0.16758967525164437
2410407945,326033818,/kaggle/temp/axial_all_images/2410407945___326033818___38.png,1,4,38,15,1.7509427413138923
2410407945,326033818,/kaggle/temp/axial_all_images/2410407945___326033818___29.png,1,3,29,24,1.1189270455931257
2410407945,326033818,/kaggle/temp/axial_all_images/2410407945___326033818___21.png,1,2,21,32,1.3367617100497593
2410407945,326033818,/kaggle/temp/axial_all_images/2410407945___326033818___14.png,1,1,14,39,1.097566561883664
2410407945,1639353031,/kaggle/temp/axial_all_images/2410407945___1639353031___24.png,1,5,24,1,0.3163875511275194
2410407945,1639353031,/kaggle/temp/axial_all_images/2410407945___1639353031___19.png,1,4,19,6,1.0740889109666298
2410407945,1639353031,/kaggle/temp/axial_all_images/2410407945___1639353031___13.png,1,3,13,12,0.2610454775190254
2410407945,1639353031,/kaggle/temp/axial_all_images/2410407945___1639353031___8.png,1,2,8,17,0.12531569101396656
2410407945,1639353031,/kaggle/temp/axial_all_images/2410407945___1639353031___3.png,1,1,3,22,0.2741886211756466
2410802623,1490032198,/kaggle/temp/axial_all_images/2410802623___1490032198___23.png,1,5,23,2,0.11290116951337836
2410802623,1490032198,/kaggle/temp/axial_all_images/2410802623___1490032198___18.png,1,4,18,7,0.06142450192577087
2410802623,1490032198,/kaggle/temp/axial_all_images/2410802623___1490032198___13.png,1,3,13,12,1.0878006295150513
2410802623,1490032198,/kaggle/temp/axial_all_images/2410802623___1490032198___8.png,1,2,8,17,0.6019722803186625
2410802623,1490032198,/kaggle/temp/axial_all_images/2410802623___1490032198___3.png,1,1,3,22,0.4350267618448491
2413888034,3255783046,/kaggle/temp/axial_all_images/2413888034___3255783046___22.png,1,5,22,2,0.13861435511968878
2413888034,3255783046,/kaggle/temp/axial_all_images/2413888034___3255783046___17.png,1,4,17,7,2.2393895855780883
2413888034,3255783046,/kaggle/temp/axial_all_images/2413888034___3255783046___12.png,1,3,12,12,2.2610696590723247
2413888034,3255783046,/kaggle/temp/axial_all_images/2413888034___3255783046___8.png,1,2,8,16,2.4636007694309647
2413888034,3255783046,/kaggle/temp/axial_all_images/2413888034___3255783046___3.png,1,1,3,21,0.06270299345147201
2427880799,2568884867,/kaggle/temp/axial_all_images/2427880799___2568884867___13.png,1,5,13,2,1.6793727546813981
2427880799,2568884867,/kaggle/temp/axial_all_images/2427880799___2568884867___8.png,1,4,8,7,1.7635637611425437
2427880799,2568884867,/kaggle/temp/axial_all_images/2427880799___2568884867___3.png,1,3,3,12,1.9609170243065694
2440904686,40838564,/kaggle/temp/axial_all_images/2440904686___40838564___25.png,1,2,25,3,2.070266773956474
2440904686,40838564,/kaggle/temp/axial_all_images/2440904686___40838564___17.png,1,1,17,11,1.1620625498977901
2440904686,1766319327,/kaggle/temp/axial_all_images/2440904686___1766319327___14.png,1,5,14,12,0.743467935351596
2440904686,1766319327,/kaggle/temp/axial_all_images/2440904686___1766319327___7.png,1,4,7,19,1.6782752410130897
2440904686,1766319327,/kaggle/temp/axial_all_images/2440904686___1766319327___1.png,1,3,1,25,0.01348567049292626
2440904686,2375266342,/kaggle/temp/axial_all_images/2440904686___2375266342___26.png,1,5,26,0,3.8437641793863375
2440904686,2375266342,/kaggle/temp/axial_all_images/2440904686___2375266342___20.png,1,4,20,6,2.1007017180146352
2440904686,2375266342,/kaggle/temp/axial_all_images/2440904686___2375266342___13.png,1,3,13,13,1.3930060255719834
2440904686,2375266342,/kaggle/temp/axial_all_images/2440904686___2375266342___6.png,1,2,6,20,0.8247364161686184
2440904686,2375266342,/kaggle/temp/axial_all_images/2440904686___2375266342___1.png,1,1,1,25,9.988777075001325
2447825792,584864105,/kaggle/temp/axial_all_images/2447825792___584864105___24.png,1,5,24,1,0.7468518337469803
2447825792,584864105,/kaggle/temp/axial_all_images/2447825792___584864105___19.png,1,4,19,6,1.215184564678296
2447825792,584864105,/kaggle/temp/axial_all_images/2447825792___584864105___13.png,1,3,13,12,0.5453011238808001
2447825792,584864105,/kaggle/temp/axial_all_images/2447825792___584864105___8.png,1,2,8,17,1.5774028094718169
2447825792,584864105,/kaggle/temp/axial_all_images/2447825792___584864105___3.png,1,1,3,22,1.754199187977985
2447825792,3923250492,/kaggle/temp/axial_all_images/2447825792___3923250492___44.png,1,5,44,8,1.1867524998987877
2447825792,3923250492,/kaggle/temp/axial_all_images/2447825792___3923250492___37.png,1,4,37,15,0.06861447355790462
2447825792,3923250492,/kaggle/temp/axial_all_images/2447825792___3923250492___29.png,1,3,29,23,0.43577155888410024
2447825792,3923250492,/kaggle/temp/axial_all_images/2447825792___3923250492___21.png,1,2,21,31,0.6051585807195048
2447825792,3923250492,/kaggle/temp/axial_all_images/2447825792___3923250492___13.png,1,1,13,39,0.6954365006969341
2466046363,1354590721,/kaggle/temp/axial_all_images/2466046363___1354590721___5.png,1,5,5,4,1.5680718210570888
2466046363,1354590721,/kaggle/temp/axial_all_images/2466046363___1354590721___9.png,1,4,9,8,1.0579903317660495
